<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.ETH-USD,D,20170305,000000,18.6500000,19.4500000,18.1800000,19.4000000,128237
GDAX.ETH-USD,D,20170306,000000,19.3900000,20.2400000,19.1700000,19.6800000,141849
GDAX.ETH-USD,D,20170307,000000,19.6800000,19.7700000,18.5900000,18.9600000,156633
GDAX.ETH-USD,D,20170308,000000,18.9600000,18.9600000,16.6500000,16.6800000,280513
GDAX.ETH-USD,D,20170309,000000,16.6600000,18.2900000,16.2000000,17.8200000,182289
GDAX.ETH-USD,D,20170310,000000,17.8100000,19.7000000,17.0100000,19.2000000,309441
GDAX.ETH-USD,D,20170311,000000,19.2100000,21.8900000,18.9100000,21.6400000,228804
GDAX.ETH-USD,D,20170312,000000,21.6700000,24.2500000,21.3300000,23.3900000,263668
GDAX.ETH-USD,D,20170313,000000,23.3800000,31.1000000,23.3800000,28.6400000,625359
GDAX.ETH-USD,D,20170314,000000,28.6300000,30.0000000,27.1600000,28.6900000,226076
GDAX.ETH-USD,D,20170315,000000,28.6900000,35.8600000,28.5000000,35.6500000,408468
GDAX.ETH-USD,D,20170316,000000,35.6600000,47.0300000,35.6500000,45.9600000,732490
GDAX.ETH-USD,D,20170317,000000,45.9700000,57.6700000,35.0400000,44.6200000,719997
GDAX.ETH-USD,D,20170318,000000,44.6200000,45.0000000,30.7000000,33.6400000,569958
GDAX.ETH-USD,D,20170319,000000,34.0300000,45.6400000,33.7800000,43.2100000,459225
GDAX.ETH-USD,D,20170320,000000,43.2100000,45.2500000,40.8600000,42.3100000,229599
GDAX.ETH-USD,D,20170321,000000,42.3700000,43.6800000,41.7600000,42.3600000,153364
GDAX.ETH-USD,D,20170322,000000,42.3900000,42.5900000,38.2600000,41.3700000,215185
GDAX.ETH-USD,D,20170323,000000,41.3300000,43.9700000,40.3300000,42.9900000,176275
GDAX.ETH-USD,D,20170324,000000,42.9200000,53.4400000,42.5000000,52.9300000,412082
GDAX.ETH-USD,D,20170325,000000,52.9300000,53.4000000,47.2900000,50.5000000,322604
GDAX.ETH-USD,D,20170326,000000,50.6100000,51.5000000,48.5100000,50.7300000,139369
GDAX.ETH-USD,D,20170327,000000,50.7400000,51.7100000,48.2800000,48.9700000,167939
GDAX.ETH-USD,D,20170328,000000,48.9700000,50.4400000,48.5100000,50.3000000,148965
GDAX.ETH-USD,D,20170329,000000,50.2900000,53.9700000,50.1100000,53.1000000,242715
GDAX.ETH-USD,D,20170330,000000,53.1100000,53.3400000,51.5200000,51.8800000,133932
GDAX.ETH-USD,D,20170331,000000,51.8700000,52.4100000,46.9800000,50.1800000,248208
GDAX.ETH-USD,D,20170401,000000,50.1700000,51.8500000,48.8500000,50.7100000,90501
GDAX.ETH-USD,D,20170402,000000,50.7200000,51.1900000,48.1400000,48.7400000,150226
GDAX.ETH-USD,D,20170403,000000,48.7400000,48.9700000,42.3900000,44.2500000,324306
GDAX.ETH-USD,D,20170404,000000,44.3300000,46.2500000,41.4500000,44.4700000,218476
GDAX.ETH-USD,D,20170405,000000,44.4500000,47.6300000,44.2000000,44.7800000,153150
GDAX.ETH-USD,D,20170406,000000,44.9700000,45.9700000,41.1000000,43.3000000,172276
GDAX.ETH-USD,D,20170407,000000,43.3100000,44.6400000,41.5700000,42.3200000,106428
GDAX.ETH-USD,D,20170408,000000,42.3200000,45.5000000,42.3100000,44.4500000,78768
GDAX.ETH-USD,D,20170409,000000,44.5000000,44.7400000,42.7200000,43.9200000,56525
GDAX.ETH-USD,D,20170410,000000,43.9200000,44.6500000,42.7200000,43.9200000,68318
GDAX.ETH-USD,D,20170411,000000,43.9200000,44.5000000,43.5500000,43.8300000,55268
GDAX.ETH-USD,D,20170412,000000,43.8400000,47.8800000,43.5800000,46.4800000,124448
GDAX.ETH-USD,D,20170413,000000,46.4800000,51.1100000,46.2200000,49.7700000,175182
GDAX.ETH-USD,D,20170414,000000,49.8600000,50.0000000,46.5200000,47.2000000,85092
GDAX.ETH-USD,D,20170415,000000,47.1900000,74.9800000,46.7800000,48.9400000,43680
GDAX.ETH-USD,D,20170416,000000,48.9300000,49.2500000,47.5000000,48.1300000,42369
GDAX.ETH-USD,D,20170417,000000,48.1900000,48.2900000,47.5000000,47.9400000,54211
GDAX.ETH-USD,D,20170418,000000,47.9400000,49.9300000,47.7000000,49.7900000,81381
GDAX.ETH-USD,D,20170419,000000,49.8500000,50.3200000,47.2500000,47.7800000,103855
GDAX.ETH-USD,D,20170420,000000,47.7100000,49.5000000,47.6000000,49.3800000,93663
GDAX.ETH-USD,D,20170421,000000,49.3900000,49.4900000,48.2400000,48.3700000,76502
GDAX.ETH-USD,D,20170422,000000,48.3800000,49.0800000,48.2200000,48.6100000,59609
GDAX.ETH-USD,D,20170423,000000,48.5800000,49.0000000,48.2500000,48.9600000,53553
GDAX.ETH-USD,D,20170424,000000,48.9500000,50.4400000,48.9400000,50.1200000,87526
GDAX.ETH-USD,D,20170425,000000,50.1100000,50.7500000,50.0000000,50.3100000,76611
GDAX.ETH-USD,D,20170426,000000,50.2800000,54.8500000,50.2500000,53.4200000,188038
GDAX.ETH-USD,D,20170427,000000,53.4000000,63.9900000,52.6600000,63.6700000,307095
GDAX.ETH-USD,D,20170428,000000,63.6500000,74.9000000,62.5000000,73.1400000,442908
GDAX.ETH-USD,D,20170429,000000,73.1700000,74.8900000,68.2400000,70.4000000,243343
GDAX.ETH-USD,D,20170430,000000,70.3700000,82.9000000,70.0000000,80.8700000,272306
GDAX.ETH-USD,D,20170501,000000,80.7200000,85.2100000,72.2400000,79.3500000,417889
GDAX.ETH-USD,D,20170502,000000,79.0500000,83.0700000,75.5400000,77.5500000,211381
GDAX.ETH-USD,D,20170503,000000,77.5500000,81.4000000,75.8900000,81.2900000,217896
GDAX.ETH-USD,D,20170504,000000,81.1900000,96.6600000,80.3100000,95.9700000,356311
GDAX.ETH-USD,D,20170505,000000,95.9800000,98.9800000,89.0000000,91.9300000,241432
GDAX.ETH-USD,D,20170506,000000,91.9400000,96.4200000,91.9400000,95.8400000,111476
GDAX.ETH-USD,D,20170507,000000,95.7400000,97.9500000,90.0000000,93.8200000,146495
GDAX.ETH-USD,D,20170508,000000,93.8300000,94.7400000,85.1000000,89.2500000,213011
GDAX.ETH-USD,D,20170509,000000,89.2500000,90.0800000,75.8900000,86.5800000,274273
GDAX.ETH-USD,D,20170510,000000,86.7700000,91.9800000,85.3900000,88.3600000,143174
GDAX.ETH-USD,D,20170511,000000,88.3600000,90.9900000,87.0100000,88.3000000,115211
GDAX.ETH-USD,D,20170512,000000,88.3000000,90.3000000,82.2000000,85.1700000,135900
GDAX.ETH-USD,D,20170513,000000,85.1900000,88.7400000,82.0000000,88.4200000,88763
GDAX.ETH-USD,D,20170514,000000,88.3800000,89.9400000,87.1300000,89.3900000,53020
GDAX.ETH-USD,D,20170515,000000,89.4200000,94.7000000,89.2800000,91.0000000,131355
GDAX.ETH-USD,D,20170516,000000,91.0000000,92.3000000,87.0800000,87.9800000,127223
GDAX.ETH-USD,D,20170517,000000,87.9700000,89.9800000,82.5000000,86.8800000,152792
GDAX.ETH-USD,D,20170518,000000,86.8800000,96.2000000,86.5000000,96.2000000,173633
GDAX.ETH-USD,D,20170519,000000,96.2000000,129.9800000,96.1800000,125.1400000,484632
GDAX.ETH-USD,D,20170520,000000,125.0400000,129.3400000,121.0000000,123.6300000,200989
GDAX.ETH-USD,D,20170521,000000,123.5600000,148.9700000,122.0000000,148.7800000,324014
GDAX.ETH-USD,D,20170522,000000,148.8600000,184.2200000,131.2200000,160.1000000,644112
GDAX.ETH-USD,D,20170523,000000,160.3800000,177.9000000,155.7000000,169.9500000,269489
GDAX.ETH-USD,D,20170524,000000,169.9000000,202.0000000,167.7000000,196.0600000,361452
GDAX.ETH-USD,D,20170525,000000,196.0500000,217.8500000,162.0400000,181.5100000,484979
GDAX.ETH-USD,D,20170526,000000,181.4000000,199.9900000,140.0000000,163.8000000,442652
GDAX.ETH-USD,D,20170527,000000,163.7800000,172.0000000,115.6700000,159.9100000,465245
GDAX.ETH-USD,D,20170528,000000,159.7100000,185.0000000,159.5900000,175.4800000,236040
GDAX.ETH-USD,D,20170529,000000,175.4800000,199.0000000,167.0000000,194.8200000,218938
GDAX.ETH-USD,D,20170530,000000,194.8900000,233.0900000,185.0000000,228.6900000,448806
GDAX.ETH-USD,D,20170531,000000,228.6700000,234.7600000,215.4200000,229.1400000,350758
GDAX.ETH-USD,D,20170601,000000,229.1500000,238.9700000,206.0200000,221.9100000,345610
GDAX.ETH-USD,D,20170602,000000,221.8400000,229.7500000,216.5000000,222.0400000,166367
GDAX.ETH-USD,D,20170603,000000,221.9500000,227.5000000,218.5600000,224.9500000,110231
GDAX.ETH-USD,D,20170604,000000,224.9500000,249.0400000,224.0000000,245.5000000,212982
GDAX.ETH-USD,D,20170605,000000,245.4800000,248.9800000,241.2000000,248.0000000,148012
GDAX.ETH-USD,D,20170606,000000,247.9900000,269.3600000,247.0000000,264.2200000,321257
GDAX.ETH-USD,D,20170607,000000,264.5000000,265.6300000,244.9800000,255.6800000,218451
GDAX.ETH-USD,D,20170608,000000,255.6100000,261.0000000,250.0000000,258.6400000,137032
GDAX.ETH-USD,D,20170609,000000,258.6400000,279.3900000,258.6300000,279.3800000,191165
GDAX.ETH-USD,D,20170610,000000,279.3900000,358.4600000,278.0300000,340.2000000,424241
GDAX.ETH-USD,D,20170611,000000,340.1300000,355.0000000,317.0500000,343.0100000,251520
GDAX.ETH-USD,D,20170612,000000,343.2900000,420.0000000,306.1100000,397.3700000,535804
GDAX.ETH-USD,D,20170613,000000,397.3600000,400.0000000,359.7500000,388.0000000,270466
GDAX.ETH-USD,D,20170614,000000,388.0000000,394.4700000,315.0000000,341.7000000,373880
GDAX.ETH-USD,D,20170615,000000,341.7000000,356.2900000,253.0000000,343.7100000,750542
GDAX.ETH-USD,D,20170616,000000,343.7100000,364.0000000,314.0000000,354.2600000,256307
GDAX.ETH-USD,D,20170617,000000,354.2600000,369.0000000,341.6500000,368.9800000,144135
GDAX.ETH-USD,D,20170618,000000,368.9900000,381.6600000,340.1100000,351.8500000,156578
GDAX.ETH-USD,D,20170619,000000,351.8400000,362.5000000,346.8800000,358.7100000,103071
GDAX.ETH-USD,D,20170620,000000,358.7100000,365.7900000,325.0000000,350.9400000,209195
GDAX.ETH-USD,D,20170621,000000,301.9800000,328.0000000,290.0000000,325.4100000,27884
GDAX.ETH-USD,D,20170622,000000,327.3600000,336.6800000,305.0000000,320.0200000,149189
GDAX.ETH-USD,D,20170623,000000,320.0200000,332.9500000,316.6600000,326.9900000,77464
GDAX.ETH-USD,D,20170624,000000,326.9800000,330.7000000,295.5500000,304.5000000,131643
GDAX.ETH-USD,D,20170625,000000,304.5000000,310.0000000,251.3000000,278.4900000,263530
GDAX.ETH-USD,D,20170626,000000,278.4900000,293.0000000,206.5000000,252.9900000,572309
GDAX.ETH-USD,D,20170627,000000,252.9700000,288.5100000,211.0000000,287.2300000,469294
GDAX.ETH-USD,D,20170628,000000,287.2700000,323.6900000,260.1100000,315.3200000,401359
GDAX.ETH-USD,D,20170629,000000,315.3200000,322.9000000,286.2200000,292.9500000,204003
GDAX.ETH-USD,D,20170630,000000,292.9500000,306.5000000,270.5000000,280.0400000,232749
GDAX.ETH-USD,D,20170701,000000,280.0300000,281.9800000,253.2300000,263.1200000,178932
GDAX.ETH-USD,D,20170702,000000,263.1200000,293.7300000,255.7000000,285.0000000,191573
GDAX.ETH-USD,D,20170703,000000,285.0000000,285.0000000,273.0700000,276.3700000,126086
GDAX.ETH-USD,D,20170704,000000,276.3700000,282.8300000,265.0000000,269.2000000,109585
GDAX.ETH-USD,D,20170705,000000,269.1800000,274.9700000,252.6700000,266.2700000,166180
GDAX.ETH-USD,D,20170706,000000,266.2700000,275.0000000,261.5900000,266.0100000,86800
GDAX.ETH-USD,D,20170707,000000,266.0100000,266.9700000,235.0100000,241.2800000,179624
GDAX.ETH-USD,D,20170708,000000,241.2700000,249.5000000,231.2500000,246.6400000,135547
GDAX.ETH-USD,D,20170709,000000,246.6500000,253.3100000,236.0000000,238.8100000,71506
GDAX.ETH-USD,D,20170710,000000,238.4000000,240.3300000,185.3900000,202.8600000,398019
GDAX.ETH-USD,D,20170711,000000,201.6500000,216.5000000,175.5600000,190.5700000,529792
GDAX.ETH-USD,D,20170712,000000,190.5700000,228.8800000,181.0000000,224.0400000,417509
GDAX.ETH-USD,D,20170713,000000,224.0100000,227.0000000,193.0700000,205.0000000,226683
GDAX.ETH-USD,D,20170714,000000,205.0000000,206.9900000,183.1200000,197.2300000,213171
GDAX.ETH-USD,D,20170715,000000,197.2300000,198.9700000,167.0000000,167.7200000,261415
GDAX.ETH-USD,D,20170716,000000,168.2200000,172.3000000,130.2600000,155.6800000,609561
GDAX.ETH-USD,D,20170717,000000,155.6900000,191.5000000,153.2500000,190.8700000,632201
GDAX.ETH-USD,D,20170718,000000,190.8700000,249.4000000,176.5100000,227.0100000,871485
GDAX.ETH-USD,D,20170719,000000,227.0100000,243.9000000,186.0100000,194.7400000,769791
GDAX.ETH-USD,D,20170720,000000,194.7400000,237.0000000,194.7400000,226.0600000,616586
GDAX.ETH-USD,D,20170721,000000,226.2300000,238.0000000,208.5000000,216.6000000,289925
GDAX.ETH-USD,D,20170722,000000,216.5800000,237.6700000,215.1000000,230.6900000,179583
GDAX.ETH-USD,D,20170723,000000,230.6900000,234.3500000,221.2000000,228.3100000,115016
GDAX.ETH-USD,D,20170724,000000,228.2700000,229.9900000,224.0000000,225.9600000,74973
GDAX.ETH-USD,D,20170725,000000,225.9700000,226.5900000,193.0000000,203.7800000,367608
GDAX.ETH-USD,D,20170726,000000,203.7800000,209.8900000,193.4000000,203.2300000,212115
GDAX.ETH-USD,D,20170727,000000,203.2300000,205.0000000,198.8500000,202.9400000,125504
GDAX.ETH-USD,D,20170728,000000,202.9500000,203.9500000,189.3400000,190.7200000,170513
GDAX.ETH-USD,D,20170729,000000,190.9900000,209.7700000,178.0300000,205.9000000,273007
GDAX.ETH-USD,D,20170730,000000,205.8900000,209.9000000,193.2600000,196.9500000,105154
GDAX.ETH-USD,D,20170731,000000,196.9500000,201.9800000,190.7800000,200.8200000,117863
GDAX.ETH-USD,D,20170801,000000,200.8300000,232.7300000,200.8200000,225.7300000,435758
GDAX.ETH-USD,D,20170802,000000,225.7300000,228.8000000,215.3700000,217.9200000,149888
GDAX.ETH-USD,D,20170803,000000,217.9200000,227.5300000,217.3500000,224.0000000,113169
GDAX.ETH-USD,D,20170804,000000,224.0000000,226.8200000,219.5100000,220.7200000,98579
GDAX.ETH-USD,D,20170805,000000,220.7200000,258.9800000,219.5400000,251.8500000,321018
GDAX.ETH-USD,D,20170806,000000,251.8600000,273.0000000,250.9900000,263.9600000,239164
GDAX.ETH-USD,D,20170807,000000,263.9700000,274.8100000,257.1000000,269.9000000,168717
GDAX.ETH-USD,D,20170808,000000,269.8900000,299.4500000,267.0000000,295.9500000,267278
GDAX.ETH-USD,D,20170809,000000,295.9500000,314.7100000,276.5500000,295.2600000,465289
GDAX.ETH-USD,D,20170810,000000,295.2600000,309.8000000,288.3400000,300.5100000,154437
GDAX.ETH-USD,D,20170811,000000,300.5100000,310.0000000,295.7900000,309.6500000,131560
GDAX.ETH-USD,D,20170812,000000,309.6500000,319.7000000,303.6100000,308.3500000,175576
GDAX.ETH-USD,D,20170813,000000,308.3500000,309.9500000,287.0000000,296.6600000,196014
GDAX.ETH-USD,D,20170814,000000,296.6700000,309.3500000,294.9600000,299.1600000,116372
GDAX.ETH-USD,D,20170815,000000,299.1600000,299.1800000,267.0000000,286.7100000,213452
GDAX.ETH-USD,D,20170816,000000,286.7100000,303.9000000,280.0000000,300.4500000,125530
GDAX.ETH-USD,D,20170817,000000,300.4500000,309.4100000,298.0000000,300.6700000,117918
GDAX.ETH-USD,D,20170818,000000,300.6600000,306.0900000,287.0000000,292.8700000,132103
GDAX.ETH-USD,D,20170819,000000,292.8600000,298.7000000,287.0000000,293.5800000,68013
GDAX.ETH-USD,D,20170820,000000,293.5800000,298.5000000,289.5000000,297.7900000,55121
GDAX.ETH-USD,D,20170821,000000,297.7900000,344.3400000,295.2700000,322.0000000,312037
GDAX.ETH-USD,D,20170822,000000,322.0000000,329.9700000,292.0000000,314.1900000,200165
GDAX.ETH-USD,D,20170823,000000,314.1900000,324.6100000,313.7200000,317.5000000,102634
GDAX.ETH-USD,D,20170824,000000,317.5000000,328.0000000,316.0000000,324.5600000,77759
GDAX.ETH-USD,D,20170825,000000,324.5600000,336.9900000,324.3800000,330.1400000,118387
GDAX.ETH-USD,D,20170826,000000,330.1400000,334.5100000,325.1000000,332.9900000,64239
GDAX.ETH-USD,D,20170827,000000,332.9900000,348.2000000,332.4400000,348.2000000,94725
GDAX.ETH-USD,D,20170828,000000,348.2000000,349.9900000,336.3500000,347.5400000,111510
GDAX.ETH-USD,D,20170829,000000,347.5400000,374.9100000,347.5400000,372.4800000,172759
GDAX.ETH-USD,D,20170830,000000,372.4800000,392.0000000,368.3000000,384.1000000,164882
GDAX.ETH-USD,D,20170831,000000,384.1000000,389.9700000,381.2000000,389.2000000,118984
GDAX.ETH-USD,D,20170901,000000,389.2000000,396.8800000,386.9800000,392.8700000,160607
GDAX.ETH-USD,D,20170902,000000,392.8700000,393.7600000,333.0000000,354.8700000,293361
GDAX.ETH-USD,D,20170903,000000,354.8800000,372.0000000,344.0000000,353.0600000,137252
GDAX.ETH-USD,D,20170904,000000,353.0600000,353.1500000,285.0000000,316.8600000,458365
GDAX.ETH-USD,D,20170905,000000,316.8700000,325.0000000,290.0000000,320.0800000,318344
GDAX.ETH-USD,D,20170906,000000,320.0900000,345.0000000,319.3000000,339.3800000,194949
GDAX.ETH-USD,D,20170907,000000,339.3800000,339.3800000,323.2600000,335.5600000,103169
GDAX.ETH-USD,D,20170908,000000,335.5600000,335.5600000,292.7100000,307.9600000,298496
GDAX.ETH-USD,D,20170909,000000,307.9600000,313.8700000,294.0000000,304.9900000,96683
GDAX.ETH-USD,D,20170910,000000,305.0000000,306.5000000,285.0000000,300.3300000,122594
GDAX.ETH-USD,D,20170911,000000,300.3400000,307.9700000,288.0000000,298.4700000,130797
GDAX.ETH-USD,D,20170912,000000,298.4700000,316.1900000,286.0000000,294.5000000,191615
GDAX.ETH-USD,D,20170913,000000,294.5000000,294.5000000,256.4100000,275.7100000,325777
GDAX.ETH-USD,D,20170914,000000,275.7100000,280.7500000,221.3000000,223.8500000,516422
GDAX.ETH-USD,D,20170915,000000,223.8500000,270.0000000,202.2500000,260.8800000,664628
GDAX.ETH-USD,D,20170916,000000,260.8700000,278.0000000,247.1000000,255.8400000,190841
GDAX.ETH-USD,D,20170917,000000,255.8500000,255.8700000,249.2400000,251.9800000,12993
GDAX.ETH-USD,D,20170919,000000,286.1200000,292.9900000,280.0100000,282.8000000,78545
GDAX.ETH-USD,D,20170920,000000,282.9400000,293.7100000,278.0400000,283.5500000,108180
GDAX.ETH-USD,D,20170921,000000,283.5500000,286.9900000,252.5500000,258.1100000,210181
GDAX.ETH-USD,D,20170922,000000,258.1100000,272.0000000,254.0100000,263.8800000,119852
GDAX.ETH-USD,D,20170923,000000,263.8800000,286.6300000,260.0200000,286.0300000,78176
GDAX.ETH-USD,D,20170924,000000,286.0300000,294.8900000,276.2300000,283.2100000,94466
GDAX.ETH-USD,D,20170925,000000,283.2100000,296.7000000,282.6600000,294.4100000,65734
GDAX.ETH-USD,D,20170926,000000,294.4100000,295.4800000,286.0000000,288.7700000,40219
GDAX.ETH-USD,D,20170927,000000,288.7700000,312.7500000,288.2500000,309.8500000,77022
GDAX.ETH-USD,D,20170928,000000,309.8600000,310.0000000,298.1000000,302.3300000,63150
GDAX.ETH-USD,D,20170929,000000,302.3300000,302.6000000,278.1600000,291.8800000,101479
GDAX.ETH-USD,D,20170930,000000,291.8800000,304.6900000,291.2500000,301.5700000,43257
GDAX.ETH-USD,D,20171001,000000,301.5700000,303.2500000,295.7500000,303.2500000,28180
GDAX.ETH-USD,D,20171002,000000,303.2500000,303.5000000,293.7300000,296.7200000,40146
GDAX.ETH-USD,D,20171003,000000,296.7800000,299.0000000,287.6500000,292.3600000,43021
GDAX.ETH-USD,D,20171004,000000,292.3600000,295.0000000,289.6200000,292.0000000,32400
GDAX.ETH-USD,D,20171005,000000,292.0000000,296.9900000,286.4400000,294.8900000,32105
GDAX.ETH-USD,D,20171006,000000,294.8900000,308.5000000,294.2100000,307.7300000,54896
GDAX.ETH-USD,D,20171007,000000,307.7300000,314.6100000,306.3500000,311.1200000,32938
GDAX.ETH-USD,D,20171008,000000,311.1200000,313.6000000,308.6200000,309.2000000,31285
GDAX.ETH-USD,D,20171009,000000,309.2000000,309.3200000,285.8800000,297.0000000,84442
GDAX.ETH-USD,D,20171010,000000,297.0000000,305.0000000,290.2300000,297.9900000,61506
GDAX.ETH-USD,D,20171011,000000,297.9900000,303.0000000,297.5300000,302.0000000,32845
GDAX.ETH-USD,D,20171012,000000,302.0000000,307.0000000,300.4000000,302.1200000,83660
GDAX.ETH-USD,D,20171013,000000,302.1200000,345.0000000,298.2900000,335.8900000,173846
GDAX.ETH-USD,D,20171014,000000,335.8500000,347.0000000,332.4600000,338.3700000,64419
GDAX.ETH-USD,D,20171015,000000,338.3700000,341.0000000,320.0200000,336.8900000,50232
GDAX.ETH-USD,D,20171016,000000,336.8900000,350.0000000,331.0000000,334.3600000,88627
GDAX.ETH-USD,D,20171017,000000,334.3300000,334.6600000,310.5000000,316.3600000,73316
GDAX.ETH-USD,D,20171018,000000,316.3200000,316.5300000,287.4000000,313.5900000,107461
GDAX.ETH-USD,D,20171019,000000,313.5900000,316.2100000,305.3400000,308.0200000,56591
GDAX.ETH-USD,D,20171020,000000,308.0200000,311.5300000,302.0000000,303.1500000,63068
GDAX.ETH-USD,D,20171021,000000,303.1600000,303.6900000,291.3800000,300.0000000,74211
GDAX.ETH-USD,D,20171022,000000,300.0000000,306.5500000,291.8100000,295.1400000,44009
GDAX.ETH-USD,D,20171023,000000,295.1400000,295.1500000,275.4600000,285.8300000,90396
GDAX.ETH-USD,D,20171024,000000,285.8400000,311.7000000,280.3000000,296.9900000,106402
GDAX.ETH-USD,D,20171025,000000,297.0000000,300.9700000,288.9100000,296.7600000,47651
GDAX.ETH-USD,D,20171026,000000,296.7600000,299.9500000,293.8100000,295.9800000,34578
GDAX.ETH-USD,D,20171027,000000,295.9800000,298.9800000,291.5700000,297.5900000,28840
GDAX.ETH-USD,D,20171028,000000,297.4800000,297.9000000,293.5100000,295.1100000,19833
GDAX.ETH-USD,D,20171029,000000,295.1200000,310.0000000,294.2900000,303.3800000,43358
GDAX.ETH-USD,D,20171030,000000,303.3900000,309.6900000,302.5300000,306.8700000,27077
GDAX.ETH-USD,D,20171031,000000,306.8700000,309.9400000,303.4900000,303.5100000,39109
GDAX.ETH-USD,D,20171101,000000,303.5100000,305.0000000,289.5100000,290.8200000,73265
GDAX.ETH-USD,D,20171102,000000,290.8400000,295.2000000,279.0000000,285.4000000,105279
GDAX.ETH-USD,D,20171103,000000,285.4000000,308.0600000,285.4000000,306.0000000,70605
GDAX.ETH-USD,D,20171104,000000,306.0000000,306.0000000,295.0000000,301.6600000,40818
GDAX.ETH-USD,D,20171105,000000,301.7400000,301.9900000,295.6400000,296.5700000,37417
GDAX.ETH-USD,D,20171106,000000,296.5800000,304.9000000,292.0000000,297.3200000,59347
GDAX.ETH-USD,D,20171107,000000,297.3200000,304.0000000,287.1400000,292.4200000,81800
GDAX.ETH-USD,D,20171108,000000,292.4200000,319.8900000,291.0000000,307.9100000,90807
GDAX.ETH-USD,D,20171109,000000,307.9200000,329.4700000,307.0100000,320.7200000,92799
GDAX.ETH-USD,D,20171110,000000,320.7300000,325.1200000,291.3000000,298.0400000,87062
GDAX.ETH-USD,D,20171111,000000,298.0400000,319.9400000,297.6700000,315.6900000,71551
GDAX.ETH-USD,D,20171112,000000,315.7000000,316.5500000,301.0400000,307.1000000,94913
GDAX.ETH-USD,D,20171113,000000,307.1100000,319.0000000,306.5100000,315.5600000,78001
GDAX.ETH-USD,D,20171114,000000,315.5600000,336.9100000,315.5000000,335.0400000,117731
GDAX.ETH-USD,D,20171115,000000,335.0400000,340.8400000,326.1600000,331.8100000,70687
GDAX.ETH-USD,D,20171116,000000,331.8100000,334.8000000,321.9300000,330.2100000,75303
GDAX.ETH-USD,D,20171117,000000,330.2000000,334.3000000,326.4600000,332.3100000,56377
GDAX.ETH-USD,D,20171118,000000,332.3100000,349.0000000,328.2200000,346.6000000,62523
GDAX.ETH-USD,D,20171119,000000,346.6000000,374.7000000,344.0100000,354.5900000,114186
GDAX.ETH-USD,D,20171120,000000,354.2400000,373.7500000,354.2400000,368.2400000,74413
GDAX.ETH-USD,D,20171121,000000,368.2500000,372.9900000,350.5000000,361.5100000,114775
GDAX.ETH-USD,D,20171122,000000,361.5100000,382.9600000,361.0000000,381.7300000,83848
GDAX.ETH-USD,D,20171123,000000,381.7400000,427.9900000,376.0400000,406.6100000,187889
GDAX.ETH-USD,D,20171124,000000,405.9900000,479.8900000,401.0000000,470.9800000,204850
GDAX.ETH-USD,D,20171125,000000,470.9800000,488.0000000,456.0000000,466.7700000,149863
GDAX.ETH-USD,D,20171126,000000,466.7700000,477.6500000,451.8200000,473.9900000,109460
GDAX.ETH-USD,D,20171127,000000,473.9900000,492.9900000,462.1000000,477.5300000,137348
GDAX.ETH-USD,D,20171128,000000,477.5400000,483.0000000,463.6000000,468.5200000,116516
GDAX.ETH-USD,D,20171129,000000,468.5200000,518.1300000,402.1100000,434.0100000,213580
GDAX.ETH-USD,D,20171130,000000,434.0100000,470.0000000,401.5000000,434.0000000,199953
GDAX.ETH-USD,D,20171201,000000,434.0100000,468.4300000,421.5800000,463.8200000,130137
GDAX.ETH-USD,D,20171202,000000,463.8200000,474.9600000,451.2100000,460.3400000,111299
GDAX.ETH-USD,D,20171203,000000,460.3500000,483.5000000,450.0000000,465.0000000,98316
GDAX.ETH-USD,D,20171204,000000,465.0000000,473.0000000,449.4000000,468.2200000,97127
GDAX.ETH-USD,D,20171205,000000,468.2200000,470.0000000,452.5700000,457.3000000,96150
GDAX.ETH-USD,D,20171206,000000,457.2900000,461.9500000,425.0100000,432.4900000,199555
GDAX.ETH-USD,D,20171207,000000,432.4800000,448.8900000,415.0300000,433.2800000,159189
GDAX.ETH-USD,D,20171208,000000,432.8200000,479.0000000,420.0100000,463.4500000,205838
GDAX.ETH-USD,D,20171209,000000,463.4500000,535.1000000,450.0000000,485.0400000,239701
GDAX.ETH-USD,D,20171210,000000,485.0500000,486.1300000,438.0000000,447.5100000,128408
GDAX.ETH-USD,D,20171211,000000,447.5100000,519.4900000,445.2300000,518.0000000,160565
GDAX.ETH-USD,D,20171212,000000,518.0000000,714.0000000,501.1100000,686.8200000,321009
GDAX.ETH-USD,D,20171213,000000,686.8100000,784.7700000,606.0200000,711.9400000,298641
GDAX.ETH-USD,D,20171214,000000,711.9500000,758.0000000,660.8300000,705.0100000,202574
GDAX.ETH-USD,D,20171215,000000,705.0100000,706.0000000,619.2100000,693.5000000,156070
GDAX.ETH-USD,D,20171216,000000,693.5000000,735.0000000,684.1600000,703.5900000,101176
GDAX.ETH-USD,D,20171217,000000,703.6100000,746.9300000,703.0000000,732.1800000,90702
GDAX.ETH-USD,D,20171218,000000,732.1800000,798.8100000,695.0000000,785.6500000,150777
GDAX.ETH-USD,D,20171219,000000,785.6500000,875.0000000,770.3800000,826.6500000,197337
GDAX.ETH-USD,D,20171220,000000,826.6500000,833.6000000,701.0000000,802.8600000,150733
